geoID,geoID2,geography,simpleGeography,meanSunriseTime,q1,q2,q3
310M100US31820,31820,"Manitowoc, WI Micro Area","Manitowoc, WI",6:22,-10,68,187
310M100US37300,37300,"Palestine, TX Micro Area","Palestine, TX",6:55,-28,37,92
310M100US42780,42780,"Selinsgrove, PA Micro Area","Selinsgrove, PA",6:39,-14,57,128
310M100US22620,22620,"Forrest City, AR Micro Area","Forrest City, AR",6:36,-8,55,120
310M100US25900,25900,"Hilo, HI Micro Area","Hilo, HI",6:15,18,79,149
310M100US15140,15140,"Brownsville, TN Micro Area","Brownsville, TN",6:29,1,64,127
310M100US46500,46500,"Urbana, OH Micro Area","Urbana, OH",7:07,-40,30,105
310M100US49540,49540,"Yazoo City, MS Micro Area","Yazoo City, MS",6:34,9,63,126
310M100US18260,18260,"Cookeville, TN Micro Area","Cookeville, TN",6:14,31,83,133
310M100US34020,34020,"Morgan City, LA Micro Area","Morgan City, LA",6:38,-14,53,108
310M100US28420,28420,"Kennewick-Pasco-Richland, WA Metro Area","Kennewick, WA",6:28,-3,66,140
310M100US21940,21940,"Fajardo, PR Metro Area","Fajardo, PR",6:17,9,80,155
310M100US42820,42820,"Selma, AL Micro Area","Selma, AL",6:21,2,72,141
310M100US49740,49740,"Yuma, AZ Metro Area","Yuma, AZ",6:32,-15,60,138
310M100US34460,34460,"Mount Sterling, KY Micro Area","Mount Sterling, KY",7:08,-42,26,95
310M100US22140,22140,"Farmington, NM Metro Area","Farmington, NM",6:45,-18,50,112
310M100US20900,20900,"El Campo, TX Micro Area","El Campo, TX",6:58,-26,35,79
310M100US22280,22280,"Fernley, NV Micro Area","Fernley, NV",6:29,-2,73,147
310M100US41820,41820,"Sanford, NC Micro Area","Sanford, NC",6:49,-13,46,106
310M100US35340,35340,"New Iberia, LA Micro Area","New Iberia, LA",6:40,-7,54,109
310M100US26480,26480,"Humboldt, TN Micro Area","Humboldt, TN",6:28,14,70,120
310M100US33660,33660,"Mobile, AL Metro Area","Mobile, AL",6:25,10,73,139
310M100US12820,12820,"Bastrop, LA Micro Area","Bastrop, LA",6:40,-5,55,115
310M100US42620,42620,"Searcy, AR Micro Area","Searcy, AR",6:39,-11,55,112
310M100US12940,12940,"Baton Rouge, LA Metro Area","Baton Rouge, LA",6:37,-4,62,126
310M100US20180,20180,"DuBois, PA Micro Area","DuBois, PA",6:47,-20,47,131
310M100US47500,47500,"Walterboro, SC Micro Area","Walterboro, SC",6:55,-32,50,107
310M100US13140,13140,"Beaumont-Port Arthur, TX Metro Area","Beaumont, TX",6:49,-23,46,110
310M100US30740,30740,"Lincolnton, NC Micro Area","Lincolnton, NC",6:57,-17,48,118
310M100US14180,14180,"Blytheville, AR Micro Area","Blytheville, AR",6:32,-7,61,149
310M100US29340,29340,"Lake Charles, LA Metro Area","Lake Charles, LA",6:46,-17,49,116
310M100US36980,36980,"Owensboro, KY Metro Area","Owensboro, KY",6:20,21,74,152
310M100US49700,49700,"Yuba City, CA Metro Area","Yuba City, CA",6:38,-16,61,148
310M100US11380,11380,"Andrews, TX Micro Area","Andrews, TX",7:23,-50,7,73
310M100US25760,25760,"Helena-West Helena, AR Micro Area","Helena, AR",6:35,2,56,116
310M100US42380,42380,"Sayre, PA Micro Area","Sayre, PA",6:38,-15,58,128
310M100US22180,22180,"Fayetteville, NC Metro Area","Fayetteville, NC",6:48,-24,50,119
310M100US20020,20020,"Dothan, AL Metro Area","Dothan, AL",6:14,26,82,146
310M100US45380,45380,"Taylorville, IL Micro Area","Taylorville, IL",6:29,4,69,127
310M100US24180,24180,"Granbury, TX Micro Area","Granbury, TX",7:04,-33,37,100
310M100US16900,16900,"Chester, SC Micro Area","Chester, SC",6:57,-12,48,115
310M100US19540,19540,"Decatur, IN Micro Area","Decatur, IN",7:11,-50,23,88
310M100US32620,32620,"McComb, MS Micro Area","McComb, MS",6:35,4,61,147
310M100US48500,48500,"West Point, MS Micro Area","West Point, MS",6:27,-7,70,160
310M100US37740,37740,"Payson, AZ Micro Area","Payson, AZ",6:19,-8,73,134
310M100US30820,30820,"Lock Haven, PA Micro Area","Lock Haven, PA",6:41,-15,55,150
310M100US12300,12300,"Augusta-Waterville, ME Micro Area","Augusta, ME",6:10,26,89,150
310M100US38700,38700,"Pontiac, IL Micro Area","Pontiac, IL",6:26,2,66,135
310M100US34700,34700,"Muscatine, IA Micro Area","Muscatine, IA",6:36,-16,58,154
310M100US22820,22820,"Fort Morgan, CO Micro Area","Fort Morgan, CO",6:27,-3,63,129
310M100US27380,27380,"Jacksonville, TX Micro Area","Jacksonville, TX",6:54,0,42,95
310M100US15900,15900,"Canton, IL Micro Area","Canton, IL",6:32,-11,69,137
310M100US47080,47080,"Vidalia, GA Micro Area","Vidalia, GA",7:02,-27,34,82
310M100US40300,40300,"Rochelle, IL Micro Area","Rochelle, IL",6:28,-6,72,154
310M100US32460,32460,"Mayfield, KY Micro Area","Mayfield, KY",6:27,19,71,147
310M100US10380,10380,"Aguadilla-Isabela-San Sebastián, PR Metro Area","Aguadilla, PR",6:23,20,77,136
310M100US22540,22540,"Fond du Lac, WI Metro Area","Fond du Lac, WI",6:25,1,71,175
310M100US42900,42900,"Seneca Falls, NY Micro Area","Seneca Falls, NY",6:39,-7,59,126
310M100US46460,46460,"Union City, TN-KY Micro Area","Union City, TN",6:28,18,68,138
310M100US45980,45980,"Troy, AL Micro Area","Troy, AL",6:17,9,76,155
310M100US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area","Riverside, CA",6:22,0,81,179
310M100US47300,47300,"Visalia-Porterville, CA Metro Area","Visalia, CA",6:29,-13,68,141
310M100US42980,42980,"Seymour, IN Micro Area","Seymour, IN",7:15,-52,22,119
310M100US46980,46980,"Vicksburg, MS Micro Area","Vicksburg, MS",6:36,7,59,117
310M100US19940,19940,"Dixon, IL Micro Area","Dixon, IL",6:29,-1,67,146
310M100US18880,18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area","Crestview, FL",6:19,15,81,165
310M100US46100,46100,"Tullahoma, TN Micro Area","Tullahoma, TN",6:17,18,82,165
310M100US39860,39860,"Red Wing, MN Micro Area","Red Wing, MN",6:41,-16,59,134
310M100US43460,43460,"Sikeston, MO Micro Area","Sikeston, MO",6:30,4,66,136
310M100US25780,25780,"Henderson, NC Micro Area","Henderson, NC",6:46,-8,52,118
310M100US17940,17940,"Columbia, TN Micro Area","Columbia, TN",6:21,13,82,163
310M100US10780,10780,"Alexandria, LA Metro Area","Alexandria, LA",6:43,-7,55,118
310M100US46420,46420,"Union, SC Micro Area","Union, SC",6:59,-24,42,107
310M100US31940,31940,"Marinette, WI-MI Micro Area","Marinette, WI",6:21,-10,74,192
310M100US32220,32220,"Marshall, TX Micro Area","Marshall, TX",6:50,-16,49,122
310M100US25180,25180,"Hagerstown-Martinsburg, MD-WV Metro Area","Hagerstown, MD",6:44,-18,59,152
310M100US37800,37800,"Pella, IA Micro Area","Pella, IA",6:43,-11,51,115
310M100US49420,49420,"Yakima, WA Metro Area","Yakima, WA",6:33,-1,65,132
310M100US21060,21060,"Elizabethtown, KY Metro Area","Elizabethtown, KY",7:16,-40,23,90
310M100US15860,15860,"Cañon City, CO Micro Area","Ca, CO",6:33,-1,63,144
310M100US13820,13820,"Birmingham-Hoover, AL Metro Area","Birmingham, AL",6:20,23,84,149
310M100US33860,33860,"Montgomery, AL Metro Area","Montgomery, AL",6:18,30,83,147
310M100US38500,38500,"Plymouth, IN Micro Area","Plymouth, IN",7:17,-56,21,97
310M100US24540,24540,"Greeley, CO Metro Area","Greeley, CO",6:31,4,71,146
310M100US16540,16540,"Chambersburg, PA Micro Area","Chambersburg, PA",6:42,-14,59,139
310M100US47700,47700,"Warsaw, IN Micro Area","Warsaw, IN",7:15,-55,23,108
310M100US16100,16100,"Carlsbad-Artesia, NM Micro Area","Carlsbad, NM",6:30,-3,64,116
310M100US20140,20140,"Dublin, GA Micro Area","Dublin, GA",7:04,-14,34,91
310M100US19300,19300,"Daphne-Fairhope-Foley, AL Micro Area","Daphne, AL",6:24,18,78,141
310M100US49620,49620,"York-Hanover, PA Metro Area","York, PA",6:39,-4,63,148
310M100US35100,35100,"New Bern, NC Micro Area","New Bern, NC",6:41,-7,57,127
310M100US36940,36940,"Owatonna, MN Micro Area","Owatonna, MN",6:44,-5,49,111
310M100US27620,27620,"Jefferson City, MO Metro Area","Jefferson City, MO",6:41,7,57,104
310M100US43380,43380,"Sidney, OH Micro Area","Sidney, OH",7:08,-42,30,143
310M100US24580,24580,"Green Bay, WI Metro Area","Green Bay, WI",6:23,10,76,158
310M100US11980,11980,"Athens, TX Micro Area","Athens, TX",6:56,-25,48,111
310M100US18620,18620,"Corsicana, TX Micro Area","Corsicana, TX",6:59,-25,40,115
310M100US33620,33620,"Moberly, MO Micro Area","Moberly, MO",6:42,1,55,113
310M100US40540,40540,"Rock Springs, WY Micro Area","Rock Springs, WY",6:49,-23,46,122
