"Macomb, IL Micro Area",528,276,620,915,1479,1519,2431,1171,705,890,375,288,1308,1448
"Macon, GA Metro Area",2761,2660,3901,7673,8081,12639,15497,9752,5039,5564,2027,1410,6656,6682
"Madera-Chowchilla, CA Metro Area",3369,2461,2768,4581,3639,5935,5544,3327,991,1822,857,363,2184,2054
"Madison, IN Micro Area",627,512,1306,1044,1488,1499,1942,870,456,449,359,298,1454,1368
"Madison, WI Metro Area",9208,7483,13442,23034,31287,47114,48173,30729,17639,17595,7840,4551,22029,19692
"Madisonville, KY Micro Area",1337,695,1191,1497,2274,2505,2359,1253,598,723,159,241,2146,2126
"Magnolia, AR Micro Area",656,325,451,450,998,1070,2008,1097,226,220,308,21,732,458
"Malone, NY Micro Area",678,496,1459,1434,1942,3207,2836,1639,941,571,431,227,1625,1483
"Manchester-Nashua, NH Metro Area",7483,6773,10155,17240,23731,29706,27547,22652,11269,10294,4575,1934,13553,11360
"Manhattan, KS Metro Area",2148,2567,3757,4832,6725,9236,10502,4892,2349,2178,993,779,3370,6696
"Manitowoc, WI Micro Area",3523,2351,3658,3279,4507,4261,4196,2296,1168,1026,534,496,4614,3416
"Mankato-North Mankato, MN Metro Area",1354,1143,2634,3018,5373,6445,9814,4127,2130,2364,1607,817,5134,4961
"Mansfield, OH Metro Area",2735,1998,3100,3385,5509,6478,6790,3905,2520,2170,1244,729,5185,4798
"Marble Falls, TX Micro Area",672,848,511,1902,1381,3307,1995,1661,711,1003,393,212,687,1213
"Marinette, WI-MI Micro Area",2480,1627,2503,2488,2810,2674,3309,1700,943,719,572,286,2560,3003
"Marion, IN Micro Area",1818,692,1706,1660,3003,2520,4033,1963,1120,1370,770,306,2545,3110
"Marion, OH Micro Area",1053,1277,1471,2518,3109,2394,3291,2199,986,1127,627,258,2726,2903
"Marion-Herrin, IL Micro Area",1183,779,1142,1948,2781,3866,5768,2738,830,1360,685,279,2190,1914
"Marquette, MI Micro Area",1083,1078,1559,1849,2876,3425,4294,2750,1675,1882,970,318,3161,2469
"Marshall, MN Micro Area",435,370,484,803,1548,2128,3038,956,463,295,225,178,1117,929
"Marshall, MO Micro Area",843,462,496,694,1008,1379,1275,812,157,246,129,211,1250,756
"Marshall, TX Micro Area",1866,1681,1389,2415,2959,4708,4029,1436,786,1371,702,251,1722,2174
"Marshalltown, IA Micro Area",933,707,877,1487,1958,2440,2901,1191,456,756,167,190,2832,1207
"Marshfield-Wisconsin Rapids, WI Micro Area",1644,1432,2280,3249,4563,5140,5078,2114,951,1100,715,272,3392,2709
"Martin, TN Micro Area",406,412,1066,1745,1799,2067,2109,1147,362,592,321,148,1234,759
"Martinsville, VA Micro Area",824,887,1406,2565,3913,3053,3869,2153,1135,1096,371,232,2098,2257
"Maryville, MO Micro Area",314,251,527,981,1128,1366,1598,551,405,495,346,310,1000,1507
"Mason City, IA Micro Area",1340,686,1784,2011,3325,3176,4200,2146,809,1042,472,342,1986,2143
"Mayagüez, PR Metro Area",991,569,994,2303,2662,7461,2786,2253,819,1041,561,525,2005,1675
"Mayfield, KY Micro Area",641,430,584,1454,2165,2445,1808,817,441,493,243,170,1053,1189
"Maysville, KY Micro Area",593,460,607,1043,1184,1780,1351,1256,426,532,316,223,629,1156
"McAlester, OK Micro Area",927,846,1473,1775,1503,2148,3111,1722,685,636,282,269,904,1105
"McAllen-Edinburg-Mission, TX Metro Area",8770,5893,8270,16087,23909,48516,42432,33572,12283,17427,8181,3547,17427,17218
"McComb, MS Micro Area",1819,595,647,1754,2750,2953,2456,1047,474,768,396,148,1736,1488
"McMinnville, TN Micro Area",1176,989,941,1722,2137,2244,1435,872,383,566,119,95,974,1223
"McPherson, KS Micro Area",512,485,753,1064,1486,1982,2846,1269,591,649,224,128,774,1293
"Meadville, PA Micro Area",1780,1423,2191,2823,3972,4950,4977,3126,1480,1369,1157,615,2904,2579
"Medford, OR Metro Area",3665,2195,3790,5382,7318,10235,12576,7611,4028,5644,2932,1475,6454,4795
"Memphis, TN-MS-AR Metro Area",22702,19052,22659,52702,60534,90345,70661,56926,24976,30166,14730,6860,42192,47995
"Menomonie, WI Micro Area",1223,1203,1298,1950,2054,2458,2666,1297,516,778,641,278,2659,1679
"Merced, CA Metro Area",8421,6171,5222,7940,8130,9807,12303,5926,3325,3970,2400,1456,6417,6354
"Meridian, MS Micro Area",1597,1837,1848,4512,6597,5461,6096,3027,1205,1654,964,318,2933,3133
"Merrill, WI Micro Area",972,783,1321,1396,1694,1610,1616,836,251,442,234,89,1160,893
"Mexico, MO Micro Area",233,472,576,804,1588,1469,1507,654,255,359,302,75,751,807
"Miami, OK Micro Area",564,350,583,1095,1509,1697,1997,1168,563,561,229,95,1161,1106
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",71284,58173,67816,180252,203458,374927,282616,361001,169641,212788,87250,35444,152413,147501
"Michigan City-La Porte, IN Metro Area",3171,2529,3373,4399,4884,5291,5078,3499,1700,1921,1035,589,4235,3496
"Middlesborough, KY Micro Area",409,296,420,864,915,1214,1382,875,229,239,170,134,760,729
"Midland, MI Micro Area",1128,752,1526,3034,3591,5608,7031,3058,1790,1907,962,498,2278,2038
"Midland, TX Metro Area",2400,1448,2727,4464,6942,10361,13529,7468,3264,4246,1724,567,2887,3857
"Milledgeville, GA Micro Area",729,914,799,1093,2109,2890,2990,961,740,885,724,160,1710,1660
"Milwaukee-Waukesha-West Allis, WI Metro Area",24942,25357,36878,63405,77813,112019,95176,71679,33465,35510,18266,10044,66553,53181
"Minden, LA Micro Area",1222,898,1082,1325,2192,2502,1670,922,360,544,176,96,1068,1291
"Mineral Wells, TX Micro Area",572,576,760,1081,1188,1740,1837,1105,509,541,165,127,592,614
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",54449,51393,77093,144331,179767,245787,218854,172221,90265,98507,42200,19985,127015,103614
"Minot, ND Micro Area",1433,845,1883,2348,4654,5436,7841,2854,1623,1530,608,410,2361,2809
"Missoula, MT Metro Area",1778,890,1861,2888,4192,6201,10025,5641,3999,3973,1827,935,4144,4405
"Mitchell, SD Micro Area",250,198,802,733,1058,1488,2273,1399,632,360,177,123,1070,766
"Moberly, MO Micro Area",452,266,569,924,1313,1561,1587,592,253,277,211,107,597,734
"Mobile, AL Metro Area",10705,7683,10584,17502,21362,24483,21525,12364,5630,7985,3635,1662,9090,10855
"Modesto, CA Metro Area",17518,11360,9179,16965,15650,23591,23363,16264,7255,9741,5300,2822,15448,14895
"Monroe, LA Metro Area",3322,2249,2469,5942,7296,14762,11446,8348,2711,3685,1721,576,3904,4251
"Monroe, MI Metro Area",3172,3196,3741,6091,6872,7906,7422,5965,2995,3053,1363,1009,5814,5554
"Monroe, WI Micro Area",1400,898,1083,1977,2163,2932,2299,1257,510,491,357,178,1383,1274
"Montgomery, AL Metro Area",7163,5362,8186,14988,21108,29724,21349,11672,5487,6157,3169,1413,10386,11559
"Montrose, CO Micro Area",838,494,891,1329,2143,2474,3147,1764,511,615,260,238,833,1053
"Morehead City, NC Micro Area",835,906,1422,2822,3349,4747,4048,2916,1569,1839,993,360,1690,1576
"Morgan City, LA Micro Area",1719,1101,1360,1953,2674,3047,3460,1218,573,627,335,82,1139,1768
"Morgantown, WV Metro Area",2105,2039,2811,4564,5323,7438,7072,6217,3124,3334,1422,853,5319,5399
"Morristown, TN Metro Area",2287,2332,3077,4815,5490,8349,7255,4809,1940,2045,1019,962,3987,5493
"Moscow, ID Micro Area",727,314,822,920,1543,2149,3159,1992,753,1038,504,417,1568,1252
"Moses Lake, WA Micro Area",1693,2286,2799,3499,4324,4583,4755,2882,895,1001,796,354,2079,1946
"Moultrie, GA Micro Area",585,848,884,1488,2010,3801,2615,1379,885,605,324,81,1207,1129
"Mountain Home, AR Micro Area",458,471,665,973,1533,1845,2629,1026,576,963,442,143,1120,1076
"Mountain Home, ID Micro Area",394,510,814,1629,1642,1904,1169,855,238,321,362,107,647,989
"Mount Airy, NC Micro Area",1482,1129,1514,2453,3154,4837,5173,2983,1063,1314,540,317,1872,2276
"Mount Pleasant, MI Micro Area",1122,677,1058,1559,2173,3129,4696,2118,1592,1855,1161,554,4230,3443
"Mount Pleasant, TX Micro Area",658,653,656,1167,1584,1830,2057,772,320,413,228,188,1007,1185
"Mount Sterling, KY Micro Area",1067,744,1147,1809,1850,2101,2034,1176,424,547,340,215,856,1382
"Mount Vernon, IL Micro Area",634,664,1070,1582,1960,1934,3118,1798,762,816,494,95,2117,1970
"Mount Vernon, OH Micro Area",1676,947,1368,2521,3085,3415,3181,2164,1190,1089,539,364,2097,1848
"Mount Vernon-Anacortes, WA Metro Area",3082,2219,2801,3999,4114,7261,6348,4568,2379,2906,1431,787,3511,2874
"Muncie, IN Metro Area",2008,1290,2060,2933,4634,5143,7146,3832,2336,2890,1675,886,4990,5789
"Murray, KY Micro Area",627,462,745,1466,2152,2724,2577,1154,458,747,456,231,1211,1596
"Muscatine, IA Micro Area",2506,1176,1577,2448,3002,2808,3301,1421,738,555,515,239,2569,2342
"Muskegon-Norton Shores, MI Metro Area",2974,2806,3620,4746,6601,6996,8345,5756,3152,3219,1689,1028,7141,6174
"Muskogee, OK Micro Area",1340,996,1230,2561,2499,3891,4597,2671,1001,1239,457,352,1894,1857
"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",2893,2425,3599,8423,10017,17364,15826,13512,6559,8380,4237,2436,10288,9187
"Nacogdoches, TX Micro Area",873,960,826,2525,2077,4127,3898,2439,724,1316,659,380,2515,2461
"Napa, CA Metro Area",3090,2564,3145,4916,5685,7297,9111,7680,3283,4588,2274,852,3395,3054
"Naples-Marco Island, FL Metro Area",4396,3811,3744,11175,11580,17666,14302,16580,7947,10480,3801,1725,7704,5733
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",28821,26846,40054,74878,89271,117668,85975,67472,31612,39275,17233,8075,48155,48467
"Natchez, MS-LA Micro Area",690,883,886,1247,1890,2685,3317,1736,816,701,305,210,993,1328
"Natchitoches, LA Micro Area",1015,698,909,1380,1728,2305,2382,925,453,506,179,233,952,1660
"New Bern, NC Micro Area",2452,2690,2879,5995,6138,7309,6892,4029,2044,2020,1454,636,3518,3307
"Newberry, SC Micro Area",646,783,659,1938,1537,2490,1868,1076,878,725,561,127,863,1729
"New Castle, IN Micro Area",1050,946,1206,2372,1585,2291,2351,1510,560,681,460,152,1691,1553
"New Castle, PA Micro Area",1733,1428,1939,3314,4247,4897,4983,3776,2287,2046,974,583,3018,3177
"New Haven-Milford, CT Metro Area",9373,9795,15978,33125,41774,55844,53546,53535,27715,27148,10660,5823,30082,25163
"New Iberia, LA Micro Area",2150,1125,1786,2957,3955,4557,4411,2529,1014,975,572,350,1344,1650
"New Orleans-Metairie-Kenner, LA Metro Area",23940,21781,25335,51664,50625,78384,63566,60340,26392,32892,15353,5187,28507,31507
"New Philadelphia-Dover, OH Micro Area",2697,2078,2637,3933,4400,4749,5163,3254,1499,1651,860,378,3356,3277
"Newport, TN Micro Area",465,464,739,942,1258,1774,1621,869,683,687,189,143,1440,1374
"Newton, IA Micro Area",970,633,937,1528,2070,2150,2541,1231,744,473,233,288,1141,1141
"New Ulm, MN Micro Area",508,398,833,1274,1688,1656,2109,776,413,430,140,87,1075,993
"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",226923,213279,268222,623000,667147,1262227,992098,1347204,693329,750241,291371,130239,503204,438662
"Niles-Benton Harbor, MI Metro Area",2737,1898,2478,4480,6645,8758,10995,6820,3063,3381,2161,832,5911,4938
"Nogales, AZ Micro Area",667,398,1010,1576,1540,1744,2245,1982,835,1546,553,240,553,885
"Norfolk, NE Micro Area",1599,1081,1394,1908,2065,3060,4524,2058,725,848,579,262,1518,2013
"North Platte, NE Micro Area",815,465,805,795,1399,1888,3210,1871,943,801,397,279,1708,1645
"North Port-Bradenton-Sarasota, FL Metro Area",7036,6225,8648,17477,24195,43074,37406,34837,17556,19839,6813,4284,18504,16317
"North Vernon, IN Micro Area",863,759,882,1132,1634,1584,1057,588,396,288,203,97,1101,1162
"North Wilkesboro, NC Micro Area",1235,1151,984,2479,3581,4154,3609,2234,929,845,360,288,1662,2093
"Norwalk, OH Micro Area",1245,1182,2035,2626,2905,3207,2689,1791,1022,1003,556,286,2625,2429
"Norwich-New London, CT Metro Area",4749,4291,7937,11315,14001,17480,15131,14552,7266,6897,3552,2410,11466,10629
"Oak Harbor, WA Micro Area",2027,1261,1810,3536,3430,4468,3082,2810,1719,1879,1010,410,2823,2244
"Oak Hill, WV Micro Area",1009,579,701,1295,1443,2781,1584,1079,817,877,189,138,1579,1075
"Ocala, FL Metro Area",4432,4598,5713,11283,12166,18020,14180,11046,5590,5757,2947,1532,7444,6084
"Ocean City, NJ Metro Area",808,1132,1439,2313,4591,5378,6412,5423,3929,3596,1248,545,2264,2545
"Ocean Pines, MD Micro Area",464,437,755,1159,1747,3490,3320,3047,1756,1963,567,321,1683,1396
"Odessa, TX Metro Area",2837,1918,2838,4658,7112,8392,12027,6697,2808,3052,1291,1061,2900,4058
"Ogden-Clearfield, UT Metro Area",12654,9443,16616,19726,25142,30035,28487,23261,13956,13185,6195,3096,19291,17761
"Ogdensburg-Massena, NY Micro Area",1570,1401,2069,3715,4865,5422,6245,3413,1972,1788,1324,621,3990,4307
"Oil City, PA Micro Area",1084,943,1397,2131,3102,2456,3006,1751,1064,1205,479,200,2073,2052
"Okeechobee, FL Micro Area",589,1093,652,2251,1592,2186,1211,1681,602,321,194,125,486,875
"Oklahoma City, OK Metro Area",17967,15152,25383,47666,61554,92788,86852,62136,29333,35261,16454,7016,36541,42015
"Olean, NY Micro Area",1878,1229,1935,2843,4014,4326,4495,3254,1382,1246,717,363,3460,2459
"Olympia, WA Metro Area",5848,4883,6549,9594,12529,16342,16815,10454,5955,6226,2683,1827,7104,5876
"Omaha-Council Bluffs, NE-IA Metro Area",13101,10980,18943,35677,52022,71330,67196,41257,19504,20400,9444,5159,31504,32037
"Oneonta, NY Micro Area",1252,652,1074,1715,3092,3676,3618,2606,1408,1564,732,587,2444,1886
"Ontario, OR-ID Micro Area",490,658,1198,1202,1535,2525,3479,1914,805,1072,383,362,1552,1264
"Opelousas-Eunice, LA Micro Area",2648,1898,1860,3242,4187,5042,4492,1736,807,879,293,188,1491,1613
"Orangeburg, SC Micro Area",2119,1728,1473,3188,3356,4286,4323,3023,1860,1750,733,540,2435,2831
"Orlando-Kissimmee-Sanford, FL Metro Area",33645,27293,35455,77668,82363,138380,115538,127363,56656,66981,32339,14868,70725,70745
"Oshkosh-Neenah, WI Metro Area",4170,3287,5025,6702,8840,11714,10351,5446,2503,3328,1612,1361,7952,7995
"Oskaloosa, IA Micro Area",696,586,522,942,1050,1226,1661,756,452,216,203,109,1034,623
"Ottawa-Streator, IL Micro Area",4957,3898,4315,6699,7343,7936,8901,5356,2815,2745,1143,922,6001,5509
"Ottumwa, IA Micro Area",1735,633,731,1069,1635,1618,2028,1168,601,475,421,237,1817,1299
"Owatonna, MN Micro Area",736,672,1277,1633,2427,2858,2594,1464,363,587,286,90,1381,1447
"Owensboro, KY Metro Area",1929,1886,2276,5621,7754,7436,6301,2629,1610,2207,809,378,3574,3865
"Owosso, MI Micro Area",1445,1464,1464,2483,3220,4130,3358,2352,1155,1255,577,338,2443,2603
"Oxford, MS Micro Area",704,500,545,1402,1779,3052,3467,2018,1007,1300,950,376,1306,1070
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",15683,15926,20430,35480,36997,48782,47193,40176,20969,24850,11440,4862,18987,17799
"Paducah, KY-IL Micro Area",1732,1663,2387,4222,4795,5632,5803,3154,1779,1623,999,358,3014,2914
"Pahrump, NV Micro Area",1514,951,1148,1068,1259,1082,1500,914,425,816,271,112,1190,1425
"Palatka, FL Micro Area",1607,1011,1809,3437,2787,3691,2643,1900,710,772,482,149,1266,1449
"Palestine, TX Micro Area",1789,1620,709,1378,1550,5214,2042,1641,432,599,316,171,1090,1283
"Palm Bay-Melbourne-Titusville, FL Metro Area",7145,5881,9783,19402,25061,35400,28504,24689,11400,13386,5825,3160,13260,13436
"Palm Coast, FL Metro Area",1262,891,1115,2432,3245,4842,4419,3994,1889,2015,957,1040,2052,2127
"Pampa, TX Micro Area",524,580,373,772,928,1179,1539,1035,462,382,135,81,628,863
"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",2592,2853,3829,8276,9850,11919,9361,6822,2404,4141,2103,746,5803,5614
"Paragould, AR Micro Area",835,509,1145,1350,2775,2172,2229,872,420,629,458,148,1524,1601
"Paris, TN Micro Area",476,278,636,1050,1755,2109,2317,733,382,317,159,184,785,796
"Paris, TX Micro Area",1001,747,1047,1654,2079,2595,3749,1554,699,1049,543,261,1448,1691
"Parkersburg-Marietta-Vienna, WV-OH Metro Area",2228,2229,4491,6148,6668,9687,9608,5854,3395,2919,1265,670,4692,5327
"Parsons, KS Micro Area",423,515,741,698,1046,1333,1737,843,252,418,157,99,540,784
"Pascagoula, MS Metro Area",8373,4508,4195,6557,8467,7873,7239,4187,1720,2506,1125,611,4235,4757
"Payson, AZ Micro Area",1710,1220,1144,1418,1489,2331,2653,1177,501,456,210,245,1516,972
"Pecos, TX Micro Area",98,204,257,328,293,711,927,580,245,218,74,16,280,271
"Pella, IA Micro Area",599,802,984,1555,1848,2356,2165,1100,468,569,331,228,887,1143
"Pendleton-Hermiston, OR Micro Area",2516,2137,2187,2793,4310,4420,4683,2140,1179,1658,826,469,2787,2960
"Pensacola-Ferry Pass-Brent, FL Metro Area",8702,6572,10590,19420,24392,29361,25002,14701,6801,8892,4795,2526,11508,12090
"Peoria, IL Metro Area",6188,5157,9244,16369,20978,25280,26514,15552,6963,6712,3608,1730,13273,13247
"Peru, IN Micro Area",831,642,746,1318,1706,1897,1828,752,312,508,172,108,1593,1583
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",82589,75232,111577,223106,268279,407975,342370,346210,177735,173318,68984,33249,178893,165618
"Phoenix Lake-Cedar Ridge, CA Micro Area",968,801,957,1258,1889,2802,2846,1865,773,1072,688,163,1225,975
"Phoenix-Mesa-Glendale, AZ Metro Area",119853,101293,101043,181408,162252,250904,172125,164992,74721,98620,45866,22827,119583,117640
"Picayune, MS Micro Area",2167,1014,1971,1633,2511,3273,2522,1268,691,694,149,93,1040,1313
"Pierre, SD Micro Area",300,257,340,509,1068,1379,4024,737,387,406,220,71,342,631
"Pierre Part, LA Micro Area",1248,792,1050,989,902,1225,645,694,83,174,77,50,463,377
"Pine Bluff, AR Metro Area",1858,1859,2082,3325,3650,5436,5659,3146,1180,1207,573,356,2327,3305
"Pittsburg, KS Micro Area",544,554,679,1463,1522,2383,3581,1585,870,778,259,125,1533,1311
"Pittsburgh, PA Metro Area",36362,35650,55275,98766,116857,149466,131498,109255,64794,65254,27434,13621,81912,76631
"Pittsfield, MA Metro Area",1198,1193,2886,4021,6508,8125,8042,7031,3585,4173,1980,820,4744,4158
"Plainview, TX Micro Area",815,575,487,850,1356,1547,2833,1550,416,601,350,75,1152,1084
"Platteville, WI Micro Area",1399,1330,1269,1734,2357,3552,3703,1503,596,848,568,373,2224,2215
"Plattsburgh, NY Micro Area",1126,1128,1488,3301,4402,4687,5025,2851,1595,1910,648,519,3173,2894
"Plymouth, IN Micro Area",1886,1076,1600,1537,2284,2634,2696,1621,680,766,304,130,1505,1973
"Pocatello, ID Metro Area",1081,1026,2336,2107,3118,4400,7070,4442,2333,2459,998,697,3374,3450
"Point Pleasant, WV-OH Micro Area",1125,670,1110,2196,3070,3123,3148,1616,629,697,385,72,1499,1811
"Ponca City, OK Micro Area",830,1011,936,1427,2034,2546,3436,1867,684,868,365,191,1318,1621
"Ponce, PR Metro Area",4931,3327,3757,6505,7957,11631,7680,4026,1808,2158,1166,898,4780,3708
"Pontiac, IL Micro Area",879,774,1016,1652,2037,2046,2149,1070,328,413,196,76,1267,1564
"Poplar Bluff, MO Micro Area",625,453,1038,1475,1936,2766,3068,1476,594,597,414,78,1397,1117
"Portales, NM Micro Area",265,131,249,420,1195,1016,1553,690,263,425,286,109,709,758
"Port Angeles, WA Micro Area",1337,646,1218,1568,2654,3376,4237,2496,1653,1459,934,620,2011,1193
"Portland-South Portland-Biddeford, ME Metro Area",10208,8527,11974,22115,28656,38328,34759,28033,13342,12225,5824,3688,18174,14654
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",42904,35491,48797,83904,102457,139007,123721,105091,59501,67526,30481,16087,68371,62766
"Port St. Lucie, FL Metro Area",4889,4522,6552,14198,15667,22695,18638,18854,8982,10355,5527,2270,9890,10632
"Portsmouth, OH Micro Area",1054,1237,1677,2411,2906,3240,3250,2129,1707,1457,602,409,2371,2496
"Pottsville, PA Micro Area",4092,3303,4754,5828,6920,6835,6453,4920,2861,2072,1401,607,5057,5929
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",12265,9870,15987,26259,30501,40161,34686,32984,20354,18187,8388,4221,20987,19034
"Prescott, AZ Metro Area",3250,2912,4416,6024,7681,9575,10591,7124,3817,5304,2743,1223,6288,4556
"Price, UT Micro Area",384,331,642,695,840,664,1190,886,379,349,272,119,1080,673
"Prineville, OR Micro Area",901,338,508,565,847,861,994,521,435,310,119,132,311,293
"Providence-New Bedford-Fall River, RI-MA Metro Area",23838,20948,30467,61333,81902,106189,94241,88576,45797,43762,19521,9499,60033,49386
"Provo-Orem, UT Metro Area",7723,5695,10080,13068,17029,21685,31018,25712,16422,14594,6771,3889,19763,17046
"Pueblo, CO Metro Area",2912,2507,3684,5374,6400,8566,8508,5238,3045,3377,1662,887,5147,4994
"Pullman, WA Micro Area",524,189,418,732,1377,2092,3275,2391,1526,1605,758,383,2291,1365
"Punta Gorda, FL Metro Area",1993,1488,1913,3939,5071,7797,6763,5609,2653,3405,1653,817,3933,3740
"Quincy, IL-MO Micro Area",1264,958,1791,2697,4239,5461,6524,3040,1241,1268,1021,452,2821,2782
"Racine, WI Metro Area",4319,3413,5787,8526,11926,12049,10581,7232,3202,3443,1630,944,8185,6303
"Raleigh-Cary, NC Metro Area",13231,11716,16508,43525,53582,85505,74811,67433,37899,36768,14823,6027,29087,30357
"Rapid City, SD Metro Area",2237,1664,3095,5015,8106,10123,10720,4662,2274,2823,1449,825,4022,4188
"Raymondville, TX Micro Area",100,282,247,442,511,1463,922,530,130,234,75,3,246,315
"Reading, PA Metro Area",9051,8353,10968,18723,20561,25632,21222,15290,9130,7982,3728,2194,16285,15452
"Red Bluff, CA Micro Area",1471,1169,1463,1737,2245,2661,2879,1673,850,936,507,358,1582,1479
"Redding, CA Metro Area",2979,1661,3318,4576,6580,9915,9999,5259,3468,4035,1922,1403,3596,4133
"Red Wing, MN Micro Area",1212,1188,1724,2331,2412,3114,2839,1655,811,898,413,365,1945,1283
"Reno-Sparks, NV Metro Area",9098,7434,9354,16061,19281,26144,24570,19503,10409,13094,5593,2889,15474,14474
"Rexburg, ID Micro Area",747,409,510,956,1416,2604,3892,2011,1144,1329,553,438,2152,1568
"Richmond, IN Micro Area",1216,1191,1430,2313,2991,3769,4138,2049,1053,1037,788,309,2898,2638
"Richmond, VA Metro Area",17466,15012,20461,49384,59657,85269,82059,73431,38463,35673,14101,6800,35914,37448
"Richmond-Berea, KY Micro Area",1895,981,1912,3790,4224,6137,6651,3287,1693,2121,1280,745,4219,4098
"Rio Grande City-Roma, TX Micro Area",948,558,505,1418,1581,3094,3326,2471,714,1011,333,336,1178,949
"Riverside-San Bernardino-Ontario, CA Metro Area",153470,101643,96855,150890,141539,200376,137594,137095,59694,90020,46506,24275,117040,113511
"Riverton, WY Micro Area",663,513,842,1028,1606,2551,3942,1808,714,1020,371,171,1014,1019
"Roanoke, VA Metro Area",4723,3319,5387,11496,15072,21223,22557,15200,6801,8430,3313,2104,9117,10318
"Roanoke Rapids, NC Micro Area",1434,1026,1158,2188,3094,3289,3425,2745,1259,1261,372,396,2187,2137
"Rochelle, IL Micro Area",1870,1416,1845,2322,2586,3123,2909,1878,824,691,501,259,2264,1879
"Rochester, MN Metro Area",3151,2676,4750,8702,12353,17173,13935,7804,3643,3616,2080,929,6685,6486
"Rochester, NY Metro Area",12489,11969,21764,34669,53507,72179,69829,52120,31452,26387,11312,6489,37779,33035
"Rockford, IL Metro Area",7340,7843,9020,12664,16561,18292,20291,12077,6207,6154,3518,1672,13986,12356
"Rockingham, NC Micro Area",654,487,627,1474,1704,1951,2634,1676,854,606,228,132,1350,1245
"Rockland, ME Micro Area",1072,772,828,1570,1980,2796,2428,1937,887,707,399,151,1202,786
"Rock Springs, WY Micro Area",1554,1176,1631,1564,2824,2640,2857,1609,1037,1382,364,236,1201,1477
"Rocky Mount, NC Metro Area",2688,1993,2828,5101,6702,9554,9316,5252,2474,2531,1247,709,5049,5089
"Rolla, MO Micro Area",690,626,997,1106,1743,2086,3371,1817,891,1043,514,208,1419,1457
"Rome, GA Metro Area",1079,1376,1884,2842,3716,5924,5861,3318,1785,1911,923,588,2834,3800
"Roseburg, OR Micro Area",2857,1579,1783,2942,3503,4553,5250,2436,2105,2093,1263,613,2945,3169
"Roswell, NM Micro Area",1226,1050,1476,1873,2274,3910,4960,2283,1128,1315,519,411,1080,1846
"Ruidoso, NM Micro Area",205,261,158,498,662,1516,1450,868,430,585,211,127,494,412
"Russellville, AR Micro Area",2610,1325,1710,3196,3302,5080,5523,2541,1398,1291,564,271,3432,3181
"Ruston, LA Micro Area",962,844,1103,2053,2781,4738,3209,1552,681,1721,567,230,2420,2025
"Rutland, VT Micro Area",917,801,1612,2377,3380,4050,4445,2993,1422,1356,624,351,2374,1640
"Sacramento--Arden-Arcade--Roseville, CA Metro Area",39613,29154,41517,69230,87292,125302,114363,96184,48098,58297,30903,14007,60693,55467
"Safford, AZ Micro Area",1756,1255,1185,1098,1443,1934,1722,890,374,687,361,34,1006,1040
"Saginaw-Saginaw Township North, MI Metro Area",3160,2385,3793,5573,7374,9952,10802,7067,4424,4410,2414,1579,7078,5923
"St. Cloud, MN Metro Area",5132,3525,4796,7113,10083,14179,14343,6549,2904,3544,1926,1274,8709,8207
"St. George, UT Metro Area",2445,1509,2472,2604,3692,5478,6696,6499,3272,4585,1668,981,3548,3989
"St. Joseph, MO-KS Metro Area",2851,2224,3563,4865,6685,7541,8056,3696,2149,2178,1406,647,5601,4974
"St. Louis, MO-IL Metro Area",48444,48949,71148,127285,141750,187036,159939,126694,66070,65899,31167,14963,94046,93262
"St. Marys, GA Micro Area",1019,869,1171,2953,3825,3758,2321,1436,708,1030,691,204,1082,1248
"St. Marys, PA Micro Area",556,510,998,1087,2516,1691,1681,987,443,485,298,85,1728,1466
"Salem, OR Metro Area",6510,6267,8093,15877,18038,22985,21649,12322,6748,6880,4422,2001,11557,9972
"Salina, KS Micro Area",1328,1097,2097,1678,3320,3486,5523,2647,1183,1308,556,374,2408,2983
"Salinas, CA Metro Area",9133,8437,8358,17126,15593,24359,20973,18450,7068,10787,6174,2333,10859,8826
"Salisbury, MD Metro Area",2056,1067,2656,4138,5043,8325,8330,5859,2439,2500,856,701,4420,4507
"Salisbury, NC Micro Area",2523,2246,3230,5054,5846,7985,8086,5235,2087,2612,1395,722,4362,3883
"Salt Lake City, UT Metro Area",21503,16472,26331,38803,53157,68390,67801,59608,36265,35834,15236,8119,36901,34640
"San Angelo, TX Metro Area",2132,1605,2492,3262,5656,7002,10280,4599,2087,2596,1434,534,3541,4187
"San Antonio-New Braunfels, TX Metro Area",41779,32175,45444,94590,107893,156027,110861,88590,43247,52887,25807,12123,60360,60199
"San Diego-Carlsbad-San Marcos, CA Metro Area",56304,54988,75016,126570,144378,191418,151804,143247,78703,99596,40913,19454,87639,71499
