00:00 to 04:59
05:00 to 05:29
05:30 to 05:59
06:00 to 06:29 
06:30 to 06:59
07:00 to 07:29
07:30 to 07:59
08:00 to 08:29
08:30 to 08:59
09:00 to 09:59
10:00 to 10:59
11:00 to 11:59
12:00 to 15:59
16:00 to 23:59
