GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - 12:00 a.m. to 4:59 a.m.,Margin of Error; Total: - 12:00 a.m. to 4:59 a.m.,Estimate; Total: - 5:00 a.m. to 5:29 a.m.,Margin of Error; Total: - 5:00 a.m. to 5:29 a.m.,Estimate; Total: - 5:30 a.m. to 5:59 a.m.,Margin of Error; Total: - 5:30 a.m. to 5:59 a.m.,Estimate; Total: - 6:00 a.m. to 6:29 a.m.,Margin of Error; Total: - 6:00 a.m. to 6:29 a.m.,Estimate; Total: - 6:30 a.m. to 6:59 a.m.,Margin of Error; Total: - 6:30 a.m. to 6:59 a.m.,Estimate; Total: - 7:00 a.m. to 7:29 a.m.,Margin of Error; Total: - 7:00 a.m. to 7:29 a.m.,Estimate; Total: - 7:30 a.m. to 7:59 a.m.,Margin of Error; Total: - 7:30 a.m. to 7:59 a.m.,Estimate; Total: - 8:00 a.m. to 8:29 a.m.,Margin of Error; Total: - 8:00 a.m. to 8:29 a.m.,Estimate; Total: - 8:30 a.m. to 8:59 a.m.,Margin of Error; Total: - 8:30 a.m. to 8:59 a.m.,Estimate; Total: - 9:00 a.m. to 9:59 a.m.,Margin of Error; Total: - 9:00 a.m. to 9:59 a.m.,Estimate; Total: - 10:00 a.m. to 10:59 a.m.,Margin of Error; Total: - 10:00 a.m. to 10:59 a.m.,Estimate; Total: - 11:00 a.m. to 11:59 a.m.,Margin of Error; Total: - 11:00 a.m. to 11:59 a.m.,Estimate; Total: - 12:00 p.m. to 3:59 p.m.,Margin of Error; Total: - 12:00 p.m. to 3:59 p.m.,Estimate; Total: - 4:00 p.m. to 11:59 p.m.,Margin of Error; Total: - 4:00 p.m. to 11:59 p.m.
310M100US10460,10460,"Alamogordo, NM Micro Area",24229,836,946,281,638,196,1500,251,2738,409,3669,463,3157,364,3901,452,2074,303,1021,274,949,219,400,176,268,115,1762,363,1206,263
310M100US10500,10500,"Albany, GA Metro Area",59489,1227,1823,338,1410,297,2431,327,5119,598,6405,569,9414,595,10239,688,6225,624,2400,312,2743,333,1397,241,714,263,3915,432,5254,517
310M100US10540,10540,"Albany-Lebanon, OR Micro Area",45243,1039,2748,369,2426,369,3467,445,3686,428,4722,564,6422,590,5608,469,3981,547,1983,321,1792,302,1075,256,554,148,3183,407,3596,383
310M100US10580,10580,"Albany-Schenectady-Troy, NY Metro Area",412606,2765,10488,609,8580,692,13401,722,29291,1217,43372,1342,61075,1765,63351,1645,56691,1568,29168,1128,24677,1129,11402,791,5087,506,29606,1201,26417,1137
310M100US10620,10620,"Albemarle, NC Micro Area",24667,622,1364,257,907,200,1336,231,3174,375,2813,314,3554,387,3401,356,2451,385,692,188,948,227,305,105,217,94,1837,256,1668,237
310M100US10660,10660,"Albert Lea, MN Micro Area",14475,361,803,161,671,109,869,178,1103,146,1652,164,1826,189,2446,202,1013,153,448,111,469,97,212,87,128,52,1619,231,1216,140
310M100US10700,10700,"Albertville, AL Micro Area",35887,891,2363,424,2089,307,2321,330,4457,522,4526,485,6110,565,3563,376,2005,296,703,152,1236,216,621,169,286,123,3166,367,2441,359
310M100US10740,10740,"Albuquerque, NM Metro Area",380097,2776,13561,859,10826,718,16734,954,33637,1517,43146,1729,59262,1762,54146,1498,38411,1485,20546,1039,24199,1177,10505,744,4455,479,26225,1237,24444,1345
310M100US10760,10760,"Alexander City, AL Micro Area",19791,752,1221,231,1180,255,1944,360,2742,396,2527,362,2751,345,2273,385,809,173,708,211,440,125,380,181,80,51,1127,235,1609,293
310M100US10780,10780,"Alexandria, LA Metro Area",59373,1171,3228,405,2462,313,4563,524,5145,465,8190,582,8482,575,8916,708,4390,468,2195,358,2161,348,1162,245,398,118,3737,406,4344,540
310M100US10820,10820,"Alexandria, MN Micro Area",17154,416,555,124,480,117,846,134,1137,155,1977,211,2588,239,3269,290,1571,195,809,171,616,108,373,100,86,42,1431,259,1416,274
310M100US10860,10860,"Alice, TX Micro Area",16409,697,1259,243,689,248,556,174,958,244,1571,336,3269,476,3223,390,1456,264,543,183,979,275,213,138,109,67,629,180,955,256
310M100US10880,10880,"Allegan, MI Micro Area",47435,881,2167,275,1953,282,2998,338,5036,409,5400,502,7016,470,6245,413,3876,349,1555,226,1817,241,981,164,493,136,4044,416,3854,346
310M100US10900,10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",365743,2121,16658,719,13337,829,18527,765,32924,1305,39484,1292,49708,1285,45102,1458,38780,1172,20695,915,20568,1069,9243,636,4499,469,29357,1194,26861,1124
310M100US10940,10940,"Alma, MI Micro Area",15304,581,666,115,567,103,975,167,1458,194,1777,221,2040,228,1986,238,1020,156,543,129,576,132,399,120,221,100,1570,230,1506,176
310M100US10980,10980,"Alpena, MI Micro Area",11501,349,605,123,384,112,517,112,847,133,1295,170,1673,214,1592,210,918,126,827,170,539,132,289,96,51,27,1120,157,844,195
310M100US11020,11020,"Altoona, PA Metro Area",55171,937,2469,329,1862,242,2806,318,4499,385,7157,486,7000,445,6213,430,5005,461,3154,348,2791,323,1305,218,801,187,5481,352,4628,436
310M100US11060,11060,"Altus, OK Micro Area",11381,360,318,93,213,93,518,137,631,151,1573,234,1657,221,2211,285,1175,177,291,100,548,108,277,114,127,67,866,129,976,218
310M100US11100,11100,"Amarillo, TX Metro Area",115350,1330,5437,558,3360,408,3992,457,7103,524,10978,683,16334,827,22173,1184,11788,825,4746,503,6101,582,3315,398,1555,321,8427,547,10041,672
310M100US11140,11140,"Americus, GA Micro Area",14279,590,839,242,345,112,709,214,1164,258,1619,306,2435,293,2148,288,1742,262,690,182,769,203,276,130,112,80,846,228,585,177
310M100US11180,11180,"Ames, IA Metro Area",47127,967,1276,232,693,162,1507,223,2731,250,4497,379,7164,483,7335,546,4988,464,2585,347,3773,448,1434,220,887,314,4546,553,3711,494
310M100US11220,11220,"Amsterdam, NY Micro Area",20313,490,1313,205,697,122,1496,197,1927,290,2321,223,2607,236,2749,280,1806,226,716,207,772,175,314,107,286,103,1886,258,1423,228
310M100US11260,11260,"Anchorage, AK Metro Area",181061,1802,6429,544,5437,452,9475,581,14094,789,18261,1062,23454,1010,26252,1130,18141,1051,12580,955,13188,886,6515,625,3695,437,12059,773,11481,824
310M100US11300,11300,"Anderson, IN Metro Area",52776,859,2470,284,2116,317,2921,321,4584,449,5578,429,8205,595,6163,465,5347,548,1956,277,2482,329,1018,188,825,183,4174,405,4937,428
310M100US11340,11340,"Anderson, SC Metro Area",76087,1112,2381,328,1890,248,3399,417,6863,602,7531,683,11501,691,11620,737,8897,723,3382,402,3362,463,1801,304,789,213,5803,531,6868,620
310M100US11380,11380,"Andrews, TX Micro Area",6613,302,252,94,287,114,291,107,893,214,975,223,960,279,824,209,558,148,130,91,304,151,141,94,71,89,360,153,567,154
310M100US11420,11420,"Angola, IN Micro Area",15579,439,813,166,868,190,1176,188,1124,177,1742,191,2006,282,1898,256,1211,211,570,127,602,140,276,94,215,88,1800,269,1278,234
310M100US11460,11460,"Ann Arbor, MI Metro Area",156976,1406,3316,425,2800,401,4377,387,8967,530,13262,671,20557,804,21198,930,19602,854,14550,782,13655,791,6126,490,3112,325,13538,762,11916,753
310M100US11500,11500,"Anniston-Oxford, AL Metro Area",45064,1009,3662,434,3789,409,3218,373,4702,471,4652,393,5728,495,5247,531,2179,324,1708,351,1977,361,778,173,477,129,3676,436,3271,448
310M100US11540,11540,"Appleton, WI Metro Area",113318,1104,6490,503,5291,349,7688,571,10238,510,12543,729,17566,824,16965,618,7907,515,3520,375,3407,371,2285,268,1508,238,9261,612,8649,547
310M100US11580,11580,"Arcadia, FL Micro Area",11932,663,329,129,864,318,638,204,2316,447,1552,364,1786,336,1357,256,756,202,400,149,313,144,199,88,86,69,707,168,629,209
310M100US11620,11620,"Ardmore, OK Micro Area",23370,632,957,204,946,186,1606,290,1942,283,2514,249,2341,325,4164,467,2339,316,1586,271,1067,210,506,133,202,89,1568,293,1632,310
310M100US11660,11660,"Arkadelphia, AR Micro Area",9009,529,298,106,261,96,397,115,634,128,825,165,1329,249,1522,259,839,183,255,108,361,149,214,106,130,82,904,208,1040,228
310M100US11700,11700,"Asheville, NC Metro Area",176829,2017,5446,539,4167,479,5929,575,12549,832,17745,981,27303,1200,29212,1589,20603,1110,10394,747,11615,789,5543,506,2063,414,12599,796,11661,833
310M100US11740,11740,"Ashland, OH Micro Area",22351,660,953,194,986,175,1428,218,1664,236,2875,352,2579,326,3111,323,2015,272,1072,208,942,217,545,123,241,81,2213,296,1727,243
310M100US11780,11780,"Ashtabula, OH Micro Area",39663,696,1881,271,1972,296,2190,252,4356,401,5379,454,4213,481,4666,374,3136,338,1496,259,1638,248,816,172,374,124,3737,357,3809,301
310M100US11820,11820,"Astoria, OR Micro Area",15961,679,644,150,448,123,760,183,767,160,1175,242,1603,263,2855,362,1504,293,884,194,1604,206,724,155,447,143,1543,273,1003,227
310M100US11860,11860,"Atchison, KS Micro Area",6992,320,473,153,320,107,388,133,639,169,1057,193,792,142,1041,182,424,120,249,112,237,96,100,66,59,53,431,166,782,179
310M100US11900,11900,"Athens, OH Micro Area",24426,814,925,202,575,162,874,187,1036,171,1861,255,3027,386,3804,403,2307,328,1507,279,2069,316,1219,227,468,154,2164,298,2590,329
310M100US11940,11940,"Athens, TN Micro Area",20084,652,1078,280,812,219,1320,242,2105,416,1833,288,2219,376,2649,381,2345,362,853,245,716,177,362,131,271,138,1505,262,2016,348
310M100US11980,11980,"Athens, TX Micro Area",29342,789,1928,334,1483,223,1884,290,3016,423,2926,347,4489,451,4047,405,2578,402,939,207,1397,276,635,222,357,135,1438,296,2225,334
310M100US12020,12020,"Athens-Clarke County, GA Metro Area",80302,1475,2509,398,1636,371,1947,329,4876,514,5537,504,18577,1212,10462,685,9560,721,4111,449,5003,489,2747,456,1268,207,5872,603,6197,644
310M100US12060,12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",2302221,7733,78786,2776,76578,2865,97793,2463,217481,4278,229436,3736,360463,4944,261730,4086,285830,4362,131530,3082,172683,2920,71239,2170,31185,1674,141013,3379,146474,3772
310M100US12100,12100,"Atlantic City-Hammonton, NJ Metro Area",122853,1394,5304,513,2690,443,3983,479,7282,659,9275,603,14923,853,12639,711,14433,761,8370,606,7593,641,4464,516,3716,484,13664,862,14517,818
310M100US12140,12140,"Auburn, IN Micro Area",17797,577,958,176,962,208,1682,304,1469,223,1973,272,2101,309,2295,335,1274,231,620,156,581,165,222,84,134,60,1879,280,1647,328
310M100US12180,12180,"Auburn, NY Micro Area",34980,651,1532,218,1517,239,2149,269,3404,317,3893,320,4974,322,4482,398,3004,264,1784,272,1217,191,523,103,349,100,3554,355,2598,291
310M100US12220,12220,"Auburn-Opelika, AL Metro Area",61039,1221,2700,505,2298,384,2482,419,5113,492,6605,552,10554,710,8349,608,6241,497,2399,367,3297,400,1452,218,825,216,4132,531,4592,648
310M100US12260,12260,"Augusta-Richmond County, GA-SC Metro Area",229052,1973,10638,878,9460,767,12371,874,20277,1140,26420,1313,33696,1486,30878,1400,23023,1132,10661,807,11584,744,5771,526,2678,454,13046,865,18549,1242
310M100US12300,12300,"Augusta-Waterville, ME Micro Area",54701,982,2407,296,2730,317,2777,303,6476,536,6120,502,10275,605,6613,568,5132,468,1426,269,2364,320,1091,180,678,234,3949,514,2663,370
310M100US12380,12380,"Austin, MN Micro Area",17840,404,1091,178,1057,163,1434,215,1735,178,2213,222,1762,185,1951,205,1026,172,548,114,579,148,355,116,229,83,2367,283,1493,230
310M100US12420,12420,"Austin-Round Rock-San Marcos, TX Metro Area",809519,3773,20643,1191,21291,1225,30663,1400,64775,2045,81682,2127,131613,2676,106409,2586,95305,2289,53154,2344,66773,1772,26943,1297,11466,757,47952,1927,50850,2201
310M100US12460,12460,"Bainbridge, GA Micro Area",10252,486,593,211,215,106,512,171,736,173,1346,224,1605,289,1978,294,790,195,440,173,453,151,117,71,124,88,489,142,854,183
310M100US12540,12540,"Bakersfield-Delano, CA Metro Area",298356,2770,26928,1389,21490,1193,23514,1349,28210,1207,29836,1403,38282,1399,33788,1403,22390,1309,9883,725,13135,942,6875,754,3592,463,19792,1152,20641,1055
310M100US12580,12580,"Baltimore-Towson, MD Metro Area",1282508,5428,47308,1560,50851,2029,66374,1968,118385,2268,129403,2511,190340,2784,154699,2816,156820,3003,82659,2023,84439,1964,34291,1511,14982,822,74426,2145,77531,2338
310M100US12620,12620,"Bangor, ME Metro Area",69806,1050,3500,313,3164,345,3698,339,5758,434,8690,600,10063,694,9618,703,5627,447,2787,369,3196,373,1914,332,963,166,5883,455,4945,412
310M100US12660,12660,"Baraboo, WI Micro Area",30881,542,1765,246,1222,144,2017,213,2505,316,3391,349,4234,346,4712,377,2353,285,927,193,1294,193,690,138,371,104,2549,288,2851,325
310M100US12700,12700,"Barnstable Town, MA Metro Area",94319,1507,2531,395,2095,286,3128,428,6179,607,8461,640,13716,880,13684,815,13365,831,8281,666,8182,784,2546,392,1522,252,5710,508,4919,469
310M100US12740,12740,"Barre, VT Micro Area",28518,517,784,186,581,158,1318,209,2211,268,3611,368,5700,414,4519,424,3338,309,1499,191,1324,211,606,142,138,51,1581,255,1308,204
310M100US12780,12780,"Bartlesville, OK Micro Area",21735,621,800,152,532,139,819,155,1446,257,2756,416,3401,354,3785,334,2217,266,1247,207,1157,223,647,188,268,103,1337,223,1323,228
310M100US12820,12820,"Bastrop, LA Micro Area",9702,441,430,153,235,87,505,137,1446,256,974,198,2094,377,1126,214,758,176,434,164,327,117,78,57,20,18,716,179,559,179
310M100US12860,12860,"Batavia, NY Micro Area",28615,566,1194,174,1062,166,1564,241,2726,353,3461,322,4251,375,3609,323,3139,388,1123,163,1176,179,709,184,355,113,2131,273,2115,247
310M100US12900,12900,"Batesville, AR Micro Area",14767,688,591,143,633,162,1000,262,1293,279,1426,308,2202,338,2618,295,1075,224,605,193,380,121,270,128,357,170,847,225,1470,296
310M100US12940,12940,"Baton Rouge, LA Metro Area",360572,2593,23169,1152,19032,1051,24227,1401,37149,1751,44182,1629,53593,1915,46234,1745,31013,1316,15127,988,17275,958,7480,776,3280,514,17387,1172,21424,1177
310M100US12980,12980,"Battle Creek, MI Metro Area",54579,976,2677,348,2489,288,2853,349,4304,415,5286,497,6727,535,7948,508,4978,501,2075,255,2734,344,1463,221,753,163,5167,437,5125,358
310M100US13020,13020,"Bay City, MI Metro Area",44803,705,1454,208,1250,234,2382,288,4119,437,5409,467,6338,482,6727,545,3522,356,2104,258,2466,333,1094,201,539,120,4074,380,3325,333
310M100US13060,13060,"Bay City, TX Micro Area",14650,624,879,277,1073,246,1083,251,1465,310,1760,348,2056,398,2192,341,973,219,422,164,825,274,282,159,99,75,538,203,1003,223
310M100US13100,13100,"Beatrice, NE Micro Area",10218,314,403,108,505,117,686,119,888,153,1061,146,1358,161,1915,169,878,167,334,95,373,103,176,60,46,28,766,155,829,159
310M100US13140,13140,"Beaumont-Port Arthur, TX Metro Area",155046,1760,10613,858,8864,738,11017,786,15939,888,16732,862,23300,982,21022,1002,11860,817,5926,491,6543,544,3207,440,1255,251,8189,595,10579,795
310M100US13180,13180,"Beaver Dam, WI Micro Area",41691,676,4298,376,2851,261,3682,278,3918,301,4802,301,4984,408,4102,307,2635,281,1054,163,1214,150,537,128,404,106,3963,323,3247,284
310M100US13220,13220,"Beckley, WV Micro Area",28678,838,1756,333,793,147,1222,257,2083,338,3217,524,3679,402,4031,524,3310,444,1695,301,1440,291,791,220,231,106,2074,349,2356,403
310M100US13260,13260,"Bedford, IN Micro Area",18432,514,858,166,1414,276,1409,243,1755,309,1921,298,1997,251,2811,360,1368,223,885,212,735,172,241,109,209,98,1359,223,1470,262
310M100US13300,13300,"Beeville, TX Micro Area",9186,556,702,180,717,214,411,157,418,149,921,273,1256,258,1138,246,933,227,270,116,608,189,101,53,63,39,435,156,1213,260
310M100US13340,13340,"Bellefontaine, OH Micro Area",18817,574,1186,242,1039,206,1640,277,1644,244,1822,290,2277,292,2163,290,1340,257,711,167,572,122,410,116,161,90,1897,245,1955,275
310M100US13380,13380,"Bellingham, WA Metro Area",88781,1557,3804,456,3097,416,3955,485,5828,531,8868,656,10447,762,13051,761,9233,691,5955,455,6834,674,2893,374,1468,289,7312,781,6036,580
310M100US13420,13420,"Bemidji, MN Micro Area",19087,558,954,215,546,122,653,142,1252,151,1905,247,3089,329,4117,380,1749,246,740,156,634,139,386,116,113,59,1545,250,1404,212
310M100US13460,13460,"Bend, OR Metro Area",63709,1171,2252,416,1388,273,1834,327,4377,532,6547,511,8751,693,10551,635,8102,717,3921,485,5439,588,2444,410,1106,241,3986,528,3011,478
310M100US13500,13500,"Bennettsville, SC Micro Area",8788,548,591,166,219,77,322,131,695,172,876,193,1208,208,1316,273,853,214,307,122,395,147,137,79,107,70,749,194,1013,217
310M100US13540,13540,"Bennington, VT Micro Area",16728,433,634,145,377,99,803,181,1054,157,1604,230,2383,262,2888,330,2019,234,1190,225,1152,192,477,125,147,62,1198,199,802,163
310M100US13620,13620,"Berlin, NH-VT Micro Area",16623,378,1295,155,618,114,1146,180,1618,176,2455,241,2459,198,2070,235,1320,169,641,103,730,112,274,81,206,70,1008,181,783,140
310M100US13660,13660,"Big Rapids, MI Micro Area",16064,526,1007,166,631,97,748,131,1206,196,1175,171,1752,205,2205,272,1308,189,686,159,861,143,607,177,368,139,1732,263,1778,295
310M100US13700,13700,"Big Spring, TX Micro Area",11936,460,309,124,399,122,845,205,603,161,1379,250,1483,234,2594,277,826,187,742,228,542,131,355,159,126,91,796,181,937,195
310M100US13740,13740,"Billings, MT Metro Area",78368,967,2882,409,2024,307,3297,399,5259,464,8035,600,11484,728,15540,795,8364,639,3996,460,3975,448,2214,316,902,249,4592,421,5804,546
310M100US13780,13780,"Binghamton, NY Metro Area",109040,1310,3627,351,2715,304,5017,438,8440,725,11148,646,15288,762,17316,809,11401,738,6383,512,5883,547,2987,367,1879,295,8770,512,8186,714
310M100US13820,13820,"Birmingham-Hoover, AL Metro Area",478594,3248,22707,1098,21376,996,26686,1383,49784,1859,56576,1729,83976,2229,61005,1851,40706,1402,18245,885,23925,1107,10169,920,4769,463,28912,1388,29758,1462
310M100US13860,13860,"Bishop, CA Micro Area",8233,315,223,92,226,96,400,92,671,160,988,166,1302,242,1483,218,620,111,565,174,469,139,366,130,69,45,503,125,348,120
310M100US13900,13900,"Bismarck, ND Metro Area",57996,869,1693,286,1399,274,2639,370,3495,322,6570,443,8469,544,13911,642,5172,418,2641,347,2274,321,1099,241,819,227,3926,376,3889,390
310M100US13940,13940,"Blackfoot, ID Micro Area",17848,457,484,155,607,146,1392,261,1529,266,1915,245,2495,277,3219,350,1759,266,761,197,815,179,263,111,148,84,1066,236,1395,229
310M100US13980,13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",69140,1608,2628,462,1861,313,2701,372,4414,452,6264,583,8186,763,9988,714,7679,652,4515,432,4914,582,2319,410,1349,316,6079,606,6243,624
310M100US14020,14020,"Bloomington, IN Metro Area",84618,1546,3262,420,2878,343,4008,386,5633,593,7444,567,9808,770,11551,689,8802,578,5038,423,6014,528,3441,476,1385,269,7201,614,8153,607
310M100US14060,14060,"Bloomington-Normal, IL Metro Area",84136,1103,1911,289,1571,253,3451,342,6136,472,10407,605,12377,717,14808,672,9554,583,4543,527,3942,434,1982,278,1370,286,5689,528,6395,715
310M100US14100,14100,"Bloomsburg-Berwick, PA Micro Area",37464,722,1854,237,1104,166,1960,259,3156,298,3731,353,7036,472,4157,371,3310,315,1304,192,1323,182,764,148,374,94,3571,365,3820,347
310M100US14140,14140,"Bluefield, WV-VA Micro Area",38293,986,2032,307,1057,228,1861,305,2596,348,3978,392,5577,568,5881,531,3952,451,2018,349,1967,295,895,220,259,93,3125,365,3095,334
310M100US14180,14180,"Blytheville, AR Micro Area",17248,686,1068,308,705,230,1617,320,1564,238,2064,317,2578,379,2378,338,677,172,508,170,727,220,210,106,117,76,1764,311,1271,273
310M100US14220,14220,"Bogalusa, LA Micro Area",14567,663,1513,269,740,239,1288,237,1807,341,1463,258,2403,367,1218,192,1031,243,496,224,594,229,185,77,53,40,831,202,945,275
310M100US14260,14260,"Boise City-Nampa, ID Metro Area",258738,2225,8685,733,7464,738,11237,934,17949,938,27793,1550,40680,1697,38790,1366,27504,1308,14801,1031,16851,1092,7887,712,3752,499,16583,965,18762,1131
310M100US14300,14300,"Bonham, TX Micro Area",12745,464,1010,173,879,199,998,179,1261,241,1491,257,2157,286,1466,197,1100,182,249,90,436,132,179,93,85,63,578,141,856,175
310M100US14340,14340,"Boone, IA Micro Area",12699,340,531,113,369,100,761,149,1165,174,1442,212,2137,230,2216,239,1058,174,424,117,597,167,185,89,71,42,738,159,1005,205
310M100US14380,14380,"Boone, NC Micro Area",23091,821,400,136,311,147,496,149,920,210,1582,340,2737,406,3770,426,2418,360,1942,391,1944,356,1111,277,615,263,2877,469,1968,394
310M100US14420,14420,"Borger, TX Micro Area",8784,344,583,156,204,72,369,126,692,162,1337,191,1233,200,1383,233,711,180,347,108,395,119,175,72,72,54,439,120,844,217
310M100US14460,14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",2211758,6229,57645,1753,59554,1719,86180,2192,173972,2758,215081,3244,325627,3588,282410,3732,315568,3534,167583,2715,160389,2945,64574,1975,29804,1305,155743,3125,117628,2421
310M100US14500,14500,"Boulder, CO Metro Area",138338,1788,2823,421,2501,365,4571,459,8051,622,9845,646,18181,1049,20783,899,20103,1084,12011,684,13825,889,5118,509,2179,354,9762,725,8585,575
310M100US14540,14540,"Bowling Green, KY Metro Area",56208,1179,2334,366,1821,319,2538,399,4752,527,6841,596,7974,620,8456,597,4014,438,1876,332,2707,368,1254,236,610,185,5320,600,5711,625
310M100US14580,14580,"Bozeman, MT Micro Area",44748,824,1197,276,601,154,1465,283,2212,311,3954,372,5590,611,9584,724,5833,449,2973,366,2817,369,1709,269,874,259,2833,394,3106,445
310M100US14620,14620,"Bradford, PA Micro Area",17213,604,850,107,722,118,1000,146,1460,166,2148,262,2219,229,2500,247,1473,178,703,118,592,124,429,102,279,97,1679,213,1159,161
310M100US14660,14660,"Brainerd, MN Micro Area",37403,520,1423,169,1461,218,1856,206,2522,255,3866,298,5554,334,7261,464,3273,311,1638,222,1743,201,841,143,433,117,3189,283,2343,234
310M100US14700,14700,"Branson, MO Micro Area",32934,957,822,197,786,150,1434,275,2398,374,2858,356,4916,494,4903,590,3057,402,2097,373,2064,297,1161,279,535,192,3165,447,2738,479
310M100US14740,14740,"Bremerton-Silverdale, WA Metro Area",107318,1615,7704,727,5332,478,9073,641,13837,852,12906,803,12805,859,10458,668,7564,619,4875,455,5669,518,3085,399,1593,272,7182,549,5235,612
310M100US14780,14780,"Brenham, TX Micro Area",13659,662,941,265,428,162,576,143,943,254,1625,300,2299,323,2538,367,1196,244,536,194,576,191,331,198,231,131,650,210,789,211
310M100US14820,14820,"Brevard, NC Micro Area",12617,617,191,114,311,138,548,176,1019,292,1069,335,2318,441,2333,453,1102,300,569,182,1026,267,250,97,335,150,771,243,775,216
310M100US14860,14860,"Bridgeport-Stamford-Norwalk, CT Metro Area",412698,2435,7669,610,8119,572,13983,756,32733,1327,38867,1246,62837,1566,59990,1862,63073,1727,36120,1271,31902,1216,13212,827,5075,436,21691,1033,17427,976
310M100US14940,14940,"Brigham City, UT Micro Area",20084,539,1710,245,1324,222,1453,200,1814,212,1970,245,2248,256,1994,291,1431,187,1072,174,1058,180,274,85,341,110,1921,298,1474,216
310M100US15020,15020,"Brookhaven, MS Micro Area",12724,658,999,246,691,198,955,214,1344,272,1605,321,1660,289,1489,267,922,239,516,178,521,162,339,180,163,113,592,151,928,219
310M100US15060,15060,"Brookings, OR Micro Area",7283,477,519,222,164,94,281,123,307,125,713,213,679,186,1156,291,1214,291,418,162,596,210,175,88,62,63,566,206,433,166
310M100US15100,15100,"Brookings, SD Micro Area",16790,528,446,127,401,135,794,222,789,173,1577,305,2000,362,3970,441,1746,285,763,219,755,182,307,104,213,85,1417,258,1612,302
310M100US15140,15140,"Brownsville, TN Micro Area",7075,424,415,128,371,143,455,142,689,176,913,208,1243,236,953,195,396,154,205,92,131,76,72,56,4,7,427,146,801,169
310M100US15180,15180,"Brownsville-Harlingen, TX Metro Area",136317,1848,3741,445,3213,390,4209,554,8859,634,12238,737,26073,1283,23984,1004,15872,864,7259,735,8655,650,3543,514,2137,375,8532,703,8002,691
310M100US15220,15220,"Brownwood, TX Micro Area",14829,530,1008,203,490,126,898,188,750,127,1135,203,1971,275,3408,394,1736,319,493,121,633,158,377,132,135,74,858,182,937,173
310M100US15260,15260,"Brunswick, GA Metro Area",45695,1133,1362,321,1832,400,1845,313,4640,585,6042,636,6849,599,6788,546,4706,514,2566,461,2457,376,1249,271,569,181,2463,411,2327,420
310M100US15340,15340,"Bucyrus, OH Micro Area",17511,484,664,158,863,197,851,178,1659,240,2159,290,2074,227,2096,303,1790,214,987,167,777,168,358,134,159,64,1444,243,1630,252
310M100US15380,15380,"Buffalo-Niagara Falls, NY Metro Area",510345,3012,12701,901,10904,715,21073,978,38021,1293,51581,1391,73353,2006,72456,1809,60478,1738,36046,1324,28695,1329,13276,771,7809,657,43415,1496,40537,1434
310M100US15420,15420,"Burley, ID Micro Area",16959,503,810,198,678,181,811,184,1336,221,1688,228,2291,283,2959,314,1947,264,611,132,809,202,301,82,193,85,1074,198,1451,231
310M100US15460,15460,"Burlington, IA-IL Micro Area",21273,534,1670,300,1126,187,1329,250,1747,239,2252,282,2569,265,2835,268,1530,234,674,154,768,176,368,114,274,104,2001,285,2130,317
310M100US15500,15500,"Burlington, NC Metro Area",66618,1341,2170,526,1556,288,2961,416,5390,590,7776,688,10547,644,10594,740,6021,520,2996,411,4067,480,1898,361,712,199,4853,606,5077,505
310M100US15540,15540,"Burlington-South Burlington, VT Metro Area",105755,1185,2737,342,2531,295,4430,492,8006,640,11003,734,17240,856,16236,694,11953,577,6483,463,5932,493,2983,426,1661,290,7844,586,6716,515
310M100US15580,15580,"Butte-Silver Bow, MT Micro Area",15238,573,522,160,334,122,707,176,778,181,1305,185,1409,285,2834,348,1645,286,1077,247,1056,245,622,162,246,121,1267,248,1436,262
310M100US15620,15620,"Cadillac, MI Micro Area",17955,380,1122,169,614,98,1163,150,1351,153,1711,205,2207,219,2639,305,1571,204,652,104,912,179,476,110,215,69,1630,201,1692,224
310M100US15660,15660,"Calhoun, GA Micro Area",22586,640,556,179,562,182,430,142,2245,424,2407,351,6514,691,2635,326,1995,392,656,166,904,232,381,187,117,73,1337,289,1847,325
310M100US15700,15700,"Cambridge, MD Micro Area",14195,462,1021,224,520,157,701,184,1292,217,1316,176,2628,320,2078,287,1329,233,568,129,563,169,207,77,4,7,1076,204,892,153
310M100US15740,15740,"Cambridge, OH Micro Area",15550,455,837,181,725,142,1095,171,1264,166,1639,245,1966,247,1738,231,1490,261,717,141,595,154,513,144,157,62,1456,232,1358,223
310M100US15780,15780,"Camden, AR Micro Area",12309,488,773,176,1189,187,1588,273,1618,278,1236,279,1543,259,1865,237,515,148,260,84,320,102,241,102,24,28,589,136,548,146
